Data_ID,DL_ID,PreAmp,CPU_Ver,Latitude,Longitude,Depth_m,Deploy_Date,Recovery_Date,Status,Sample_Rate,Cycle_Int,Duty_Dur,Prob_Set,Data_Start_Date,Data_Start_Time,Data_End_Date,Data_End_Time,Rec_Dur
Aleut01-KS,47-100602,600,2.02Q,52-19.007 N,178-31.240 E,1092,2010-06-02,2010-08-26,R,200,0,0,0,2010-06-03,00:00:00,2010-07-20,11:15:00,48
Aleut02-BD,47-100826,600,2.02Q_B,52-38.000 N,175-37.990 E,783,2010-08-26,2011-05-29,R,200,0,0,0,2010-08-27,00:00:00,2011-05-26,08:05:00,273
Aleut03-BD,47-110530,600,2.02S,52-04.560 N,175-38.390 E,777,2011-05-30,2012-08-18,R,200,10,5,0,2011-05-31,00:00:00,2012-08-26,19:51:15,454
Antarc01-EI,05-140219,725,2.02S,60-53.214 S,55-57.238 W,762,2014-02-16,2015-01-30,R,200,6,5,1,2014-03-05,00:00:00,2014-07-14,12:03:50,134.5
Antarc_EA_01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-02-02,20:00:00,2019-02-18,10:46:15,15.6
Antarc_EIE_01,106-160203,729,2.84,61-15.112 S,53-29.006 W,1033,2016-02-03,2017-01-23,R,200,0,0,0,2016-02-03,23:59:59,2016-12-02,05:15:05,302.2
Antarc_SSI_01,05-150209,725,2.02S,61-27.469 S,57-56.515 W,768,2015-02-09,2016-01-29,R,200,13.33333333,10,1,2015-02-10,00:00:00,2016-01-29,13:15:25,353.6
ARCTIC01-A,06-060925,324,1.17,72-10.569 N,156-33.176 W,230,2006-09-26,2007-08-17,R,32,0,0,1,2006-09-26,12:00:00,2007-01-31,06:34:41,128
ARCTIC01-B,07-060925,325,1.17,72-27.523 N,157-23.364 W,246,2006-09-25,2007-08-17,R,32,0,0,1,2006-09-26,00:00:00,2007-05-31,14:02:30,248
ARCTIC02-B,07-070915,325,1.17,72-27.626 N,157-23.932 W,235,2007-09-15,2008-08-14,R,32,14,7,1,2007-09-16,00:00:00,2008-06-27,21:11:28,286
ARCTIC02-C,06-070914,409,1.17,72-47.908 N,158-23.880 W,328,2007-09-14,2008-08-14,R,32,14,7,1,2007-09-16,00:00:00,2008-04-01,15:43:28,199
ARCTIC03-B,07-080904,410,1.17,72-27.645 N,157-23.947 W,234,2008-09-05,2009-08-17,R,32,14,7,0,2008-09-06,00:00:00,2009-06-07,17:33:00,274
ARCTIC03-C,06-080905,474,1.17,72-47.926 N,158-23.913 W,327,2008-09-05,2009-08-07,R,32,14,7,0,2008-09-06,00:00:00,2009-03-14,02:47:28,189
ARCTIC04-A2,11-090914,493,1.17B,72-06.899 N,155-44.051 W,250,2009-09-14,NULL,S,32,0,0,0,2010-09-15,00:00:00,NULL,NULL,NULL
ARCTIC04-B,07-090914,563,1.17,72-27.670 N,157-23.987 W,235,2009-09-14,2010-09-10,R,32,0,0,1,2009-09-14,18:00:00,2010-07-29,17:54:03,318
ARCTIC04-C,06-090914,562,1.17,72-47.941 N,158-23.937 W,337,2009-09-14,2010-09-11,R,32,0,0,1,2009-09-14,16:00:00,2010-08-19,19:27:11,339
ARCTIC05-B,07-100911,563,1.17,72-27.650 N,157-23.770 W,274,2010-09-11,2011-10-08,S,32,0,0,0,2010-09-11,23:59:59,NULL,NULL,NULL
ARCTIC05-C,06-100923,562,1.17,72-47.939 N,158-23.941 W,343,2010-09-23,2011-10-08,R,32,0,0,0,2010-09-22,18:00:00,2011-08-27,21:11:33,339
ARCTIC06-C,06-111009,655,2.02S,72-47.400 N,158-23.940 W,340,2011-10-09,2012-10-09,S,200,15,10,0,2011-10-09,00:00:00,NULL,NULL,NULL
ARCTIC07-C2,54-121012,681,2.02S,72-48.008 N,158-24.756 W,321,2012-10-12,2013-10-13,R,200,15,10,0,2012-10-12,12:00:00,2013-08-06,08:36:15,298
ARCTIC07-D,37-121011,684,2.02S,72-36.909 N,158-42.151 W,100,2012-10-11,2013-10-13,R,200,15,10,0,2012-10-12,01:00:00,2013-10-14,02:01:34,367
ARCTIC08-C2,37-131015,681,2.02S,72-48.010 N,158-24.760 W,322,2013-10-15,2014-07-21,R,200,12,10,0,2013-10-16,12:00:00,2014-07-21,22:48:00,278.4
ARCTIC09-C2,25-140721,720,2.02S,72-47.976 N,158-24.626 W,323,2014-07-21,2015-07-25,R,200,15,10,0,2014-07-22,12:00:07,2014-10-12,02:37:30,81.6
ARCTIC_C2_10,47-150727,728,2.02U,72-48.154 N,158-25.384 W,323,2015-07-26,2016-10-28,R,200,15,10,0,2015-07-27,12:00:00,2016-08-05,08:30:00,374.9
ARCTIC_C2_11,109-160909,780,2.85,72-48.098 N,158-25.061 W,227,2016-09-09,2017-07-23,R,200,0,0,1,2016-09-15,00:00:00,2017-07-20,07:05:06,308.3
ARCTIC_C2_12,109-170723,780,NULL,72-48.043 N,158-27.967 W,332,2017-07-23,NULL,D,200,0,0,0,2017-07-24,06:00:00,2018-05-12,11:01:21,292.2
ARCTIC_D_10,25-150818,735,2.02S,72-36.925 N,158-42.177 W,98,2015-08-18,2016-10-28,R,200,15,10,1,2015-08-18,23:59:59,2016-09-27,01:47:30,405.1
BENIO_A_01,138-171005,802,2.87,34-16.515 N,129-35.530 W,NULL,2017-10-05,NULL,R,200,0,0,0,2017-10-05,20:00:00,2017-10-18,06:05:56,12.4
BENIO_B_01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,0,2017-10-05,20:00:00,2017-10-18,06:05:56,12.4
BERING01-M2,NULL,NULL,NULL,56-51.620 N,164-03.520 W,70,2004-04-01,2004-09-01,R,80,0,0,0,2004-05-03,00:00:00,2004-07-15,04:49:01,73
BERING02-M2,NULL,NULL,NULL,56-51.620 N,164-03.520 W,70,2004-09-01,2005-04-01,R,32,0,0,0,2004-09-28,12:00:00,2005-01-19,12:32:08,114
BERING02-M4,NULL,NULL,NULL,57-51.649 N,167-52.624 W,71,2004-09-01,2005-04-01,R,32,0,0,0,2004-10-03,12:00:00,2004-12-24,00:26:12,83
BERING03-M2,14-050423,101,NULL,56-51.620 N,164-03.520 W,72,2005-04-23,?,R,40,0,0,0,2005-04-24,12:00:00,2005-09-23,20:27:30,153
BERING04-M2,06-050923,117,NULL,56-51.672 N,164-03.534 W,70,2005-09-23,?,R,40,0,0,0,2005-09-24,01:00:00,2006-01-17,01:24:59,115
BERING04-M4,14-050925,101,NULL,57-21.648 N,168-52.624 W,71,2005-09-25,?,R,40,0,0,0,2005-09-25,12:00:00,2006-01-26,03:52:49,124
BM01-A,29-130610,709,2.02S,31-55.575 N,65-12.900 W,713,2013-06-10,2014-03-11,R,200,0,0,1,2013-06-10,18:00:00,2014-03-11,19:31:35,274
BM02-A,29-140312,734,2.02S,31-55.415 N,65-12.113 W,732,2014-03-12,2014-12-12,R,200,0,0,1,2014-03-13,00:00:00,2014-07-21,18:03:45,130.8
BM_A_03,29-141213,723,2.02U,31-55.415 N,65-12.113 W,732,2014-12-16,2016-07-01,R,200,0,0,0,2014-12-17,00:00:00,2015-10-02,08:56:21,289.4
BRINS01,NULL,NULL,NULL,57-55.360 N,01-37.862 E,104,NULL,NULL,R,NULL,NULL,NULL,0,2011-06-13,00:00:00,2011-09-26,15:45:00,105.7
BRINS02,NULL,NULL,NULL,57-55.360 N,01-37.862 E,104,2011-09-09,2012-02-05,R,200,0,0,0,2011-09-01,21:00:00,2012-01-08,15:38:45,130
CANARC_BS_01,79-130914,715,2.02S,74-20.447 N,94-32.251 W,620,2013-09-14,2014-08-31,R,200,13.333333,10,1,2013-09-15,00:00:00,2014-07-25,13:38:20,313.6
CANARC_BS_02,79-140909,738,2.02U,74-20.719 N,94-42.209 W,593,2014-09-09,2015-08-28,R,200,15,10,0,2014-09-09,13:00:00,2015-08-31,04:53:45,355.7
CANARC_BS_03,109-150912,694,2.84,74-20.722 N,94-40.372 W,590,2015-09-12,2017-08-30,R,200,0,0,1,2015-09-12,03:30:00,2016-07-13,14:37:36,305.5
CANARC_PI_01,105-160528,720,2.84,72-43.460 N,76-13.990 W,800,2016-05-28,2016-10-05,R,200,0,0,1,2016-05-28,10:00:00,2016-10-05,04:41:21,130
CANARC_PI_02,105-161005,720,2.85,72-43.498 N,76-13.850 W,670,2015-10-05,2017-08-13,R,200,0,0,1,2016-10-05,22:00:00,2017-08-04,09:30:06,302.5
CANARC_PI_03,105-170814,720,NULL,72-43.490 N,76-13.790 W,670,2017-08-14,2018-09-27,R,200,20,15,1,2017-08-14,23:59:59,2018-01-30,05:08:43,168.2
CCE1_SB_01,107-161008,818,2.85,33-28.970 N,122-34.560 W,812,2016-10-08,2017-11-03,R,200,0,0,1,2016-10-10,00:00:00,2017-11-08,22:26:21,394.9
CINMS01-B,13-080214,427,1.17,34-16.520 N,120-01.505 W,580,2008-02-14,2008-04-16,R,200,0,0,1,2008-02-14,20:00:00,2008-04-09,02:20:00,56
CINMS01-C,25-080212,429,1.17B,34-19.123 N,120-47.954 W,749,2008-02-12,2008-04-17,R,200,0,0,0,2008-02-13,00:00:00,2008-04-03,21:00:00,51
CINMS02-B,02-080416,451,1.17B,34-16.584 N,120-01.512 W,610,2008-04-16,2008-06-06,R,200,7,5,0,2008-04-17,00:00:00,2008-06-06,05:48:45,51
CINMS02-C,25-080417,452,1.17B,34-19.074 N,120-48.212 W,750,2008-04-17,2008-07-23,R,200,7,5,1,2008-04-18,00:00:00,2008-07-24,01:33:30,99
CINMS03-B,21-080722,472,1.17B,34-16.621 N,120-01.661 W,580,2008-07-22,2008-10-13,R,200,7,5,0,2008-07-23,00:00:00,2008-10-01,23:58:45,71
CINMS03-C,13-080723,478,1.17B,34-19.094 N,120-48.282 W,750,2008-07-23,2008-10-14,R,200,7,5,1,2008-07-24,00:00:00,2008-10-02,05:26:30,71
CINMS03-J,25-080724,471,1.17B,34-08.405 N,119-59.316 W,238,2008-07-24,2008-10-14,R,200,7,5,1,2008-07-24,19:00:00,2008-09-29,09:46:17,68
CINMS03-K,02-080724,413,1.17B,33-50.207 N,120-07.270 W,305,2008-07-24,2008-10-14,R,200,7,5,0,2008-07-24,04:00:00,2008-10-08,03:12:45,77
CINMS04-B,25-081015,471,1.17B,34-16.617 N,120-01.492 W,576,2008-10-15,2008-12-02,R,200,0,0,1,2008-10-16,00:00:00,2008-12-03,01:10:23,49
CINMS04-C,21-081014,472,1.17B,34-19.110 N,120-48.333 W,700,2008-10-14,2008-12-03,R,200,0,0,0,2008-10-15,00:00:00,2008-12-04,01:02:30,51
CINMS04-J,13-081015,478,1.17B,34-08.489 N,119-59.424 W,400,2008-10-15,2008-11-25,R,50,0,0,1,2008-10-15,00:00:00,2008-11-25,12:20:46,41
CINMS04-K,02-081015,413,1.17B,33-50.200 N,120-07.275 W,300,2008-10-15,2008-12-02,R,200,0,0,1,2008-10-16,00:00:00,2008-12-03,00:13:45,49
CINMS05-B,21-081204,472,1.17B,34-16.528 N,120-01.132 W,580,2008-12-04,2009-03-12,R,200,10,5,0,2008-12-04,20:00:00,2009-02-21,11:14:28,80
CINMS05-C,02-081203,413,1.17B,34-18.902 N,120-48.370 W,700,2008-12-03,2009-03-11,R,200,10,5,0,2008-12-03,00:00:00,2009-02-28,04:25:00,88
CINMS05-K2,25-081203,471,1.17B,33-59.956 N,120-32.431 W,556,2008-12-03,2009-03-10,R,200,10,5,1,2008-12-03,00:00:00,2009-02-24,05:55:00,84
CINMS06-B,25-090512,412,1.17B,34-16.667 N,120-01.613 W,580,2009-05-12,2009-07-29,R,200,0,0,1,2009-05-13,00:00:00,2009-07-06,06:17:30,54
CINMS07-J,26-090528,499,2.01X,34-08.365 N,119-59.346 W,250,2009-05-28,2009-07-30,R,200,0,0,0,2009-05-29,00:00:00,2009-07-22,06:18:45,55
CINMS07-K3,30-090528,498,2.01X,33-54.722 N,119-33.793 W,1000,2009-05-29,2009-07-29,R,200,0,0,0,2009-05-29,00:00:00,2009-07-22,06:18:45,55
CINMS08-B,25-090512,412,1.17B,34-16.634 N,120-01.506 W,580,2009-07-30,2009-09-01,R,50,0,0,1,2009-07-30,00:00:00,2009-09-01,23:09:13,33
CINMS08-J,26-090528,499,2.01,34-08.403 N,119-59.086 W,250,2009-07-31,2009-09-01,R,200,0,0,0,2009-08-01,00:00:00,2009-09-01,22:42:00,30
CINMS08-K3,30-090528,498,2.01,33-54.776 N,119-33.810 W,1000,2009-07-31,2009-09-01,R,200,0,0,0,2009-08-01,00:00:00,2009-09-01,22:03:45,31
CINMS09-B,25-090902,412,1.17B,34-16.732 N,120-01.664 W,580,2009-09-02,2009-11-02,R,200,0,0,0,2009-09-03,00:00:00,2009-10-27,06:17:30,54
CINMS09-C,30-090902,498,2.01,34-18.906 N,120-48.385 W,799,2009-09-02,2009-11-03,R,200,0,0,1,2009-09-03,00:00:00,2009-10-27,06:17:30,54
CINMS09-J,26-090902,499,2.01,34-08.381 N,119-59.507 W,242,2009-09-02,2009-11-02,R,200,0,0,1,2009-09-03,00:00:00,2009-10-23,20:51:15,50
CINMS10-B,30-091103,580,2.01A,34-16.720 N,120-01.614 W,580,2009-11-03,2010-03-01,R,200,10,5,0,2009-11-03,22:50:00,2010-02-20,11:11:15,109
CINMS10-C,25-091103,581,2.01A,34-19.108 N,120-48.465 W,780,2009-11-03,2010-03-01,R,200,10,5,0,2009-11-04,00:00:00,2010-02-20,12:32:30,102
CINMS12-B,30-100302,580,2.02Q,34-16.704 N,120-01.620 W,581,2010-03-02,2010-06-23,R,200,0,0,0,2010-03-02,00:00:00,2010-06-11,23:33:45,101
CINMS12-C,25-100302,581,2.02Q,34-19.097 N,120-48.445 W,801,2010-03-02,2010-06-24,R,200,0,0,0,2010-03-03,00:00:00,2010-06-13,17:10:00,102
CINMS13-B,25-102506,581,2.02Q,34-16.968 N,120-01.684 W,549,2010-06-25,2010-10-08,R,200,0,0,0,2010-06-25,22:00:00,2010-09-19,10:48:41,86
CINMS13-C,30,580,2.02Q,34-19.000 N,120-48.410 W,915,2010-06-24,2010-11-15,R,200,0,0,0,2010-06-24,23:00:00,2010-09-21,03:43:45,89
CINMS14-B,25-101008,581,2.02Q,34-16.985 N,120-01.696 W,580,2010-10-08,2011-04-05,R,200,0,0,0,2010-10-08,20:00:00,2011-01-25,04:53:45,109
CINMS15-C,30-101115,580,2.02Q,34-18.997 N,120-48.412 W,850,2010-11-15,2011-04-05,R,200,0,0,0,2010-11-16,00:00:00,2011-03-02,03:30:00,107
CINMS16-B,30-110406,580,2.02S,34-16.991 N,120-01.697 W,580,2011-04-06,2011-10-24,R,200,0,0,0,2011-04-06,17:00:00,2011-07-10,05:26:15,92
CINMS16-C,25-110405,581,2.02S,34-19.007 N,120-48.349 W,850,2011-04-05,2011-10-24,R,200,0,0,0,2011-04-05,21:00:00,2011-07-11,23:12:36,94
CINMS17-B,33-111024,646,2.02S,34-16.970 N,120-01.706 W,580,2011-10-24,2012-03-21,R,200,0,0,0,2011-10-27,00:00:00,2012-03-19,15:56:15,144
CINMS17-C,19-111024,650,2.02S,34-19.007 N,120-48.337 W,825,2011-10-24,2012-03-24,R,200,0,0,0,2011-10-27,00:00:00,2012-03-03,12:28:45,128
CINMS18-B,68-120321,618,2.02S,34-17.126 N,120-01.632 W,580,2012-03-22,2012-08-01,R,200,0,0,0,2012-03-24,00:00:01,2012-07-26,01:58:46,125
CINMS18-C,77-120324,645,2.05A,34-19.500 N,120-48.400 W,758,2012-03-24,2012-08-01,R,320,0,0,0,2012-03-25,00:00:00,2012-08-02,17:20:57,131
CINMS19-B,71-120802,672,2.02S,34-17.156 N,120-01.473 W,900,2012-08-01,NULL,R,200,0,0,0,2012-08-02,00:00:00,2012-12-03,22:16:21,124
CINMS19-C,17-120802,669,2.05A,34-19.384 N,120-48.384 W,800,2012-08-01,2012-12-17,R,320,0,0,1,2012-08-02,00:00:00,2012-12-07,20:19:37,128
CINMS20-B,80-121216,695,2.02S,34-17.131 N,120-01.636 W,900,2012-12-16,2013-05-02,R,200,0,0,0,2012-12-16,21:00:00,2013-05-02,20:27:30,138
CINMS20-C,82-121217,692,2.05A,34-19.020 N,120-48.336 W,800,2012-12-17,2013-05-02,R,320,0,0,1,2012-12-18,00:00:00,2013-04-28,15:16:21,132
CINMS21-B,71-130502,691,2.02S,34-17.112 N,120-01.640 W,580,2013-05-02,2013-09-20,R,200,0,0,0,2013-05-02,22:00:00,2013-09-20,15:23:45,140
CINMS21-C,33-130502,708,2.05A,34-19.013 N,120-48.333 W,814,2013-05-02,2013-09-20,R,320,0,0,0,2013-05-02,20:00:00,2013-06-17,10:54:00,45
CINMS22-B,81-130920,725,2.02S,34-17.115 N,120-01.639 W,535,2013-09-20,2014-01-08,R,200,0,0,0,2013-09-21,00:00:00,2014-01-08,18:06:15,110
CINMS22-C,71-130920,718,2.02S,34-19.013 N,120-48.333 W,823,2013-09-21,2014-01-14,R,200,0,0,0,2013-09-22,00:00:00,2014-01-14,19:35:00,115
CINMS23-B,80-140108,724,2.02S,34-17.098 N,120-01.685 W,573,2014-01-08,2014-04-09,R,200,0,0,0,2014-01-08,20:00:00,2014-04-09,21:36:14,91
CINMS23-C,33-140114,692,2.05A,34-18.973 N,120-48.295 W,828,2014-01-14,2014-04-09,R,320,0,0,1,2014-01-14,21:00:00,2014-04-09,17:41:02,85
CINMS24-B,54-140409,731,2.02S,34-17.099 N,120-01.639 W,580,2014-04-09,2014-07-28,R,200,0,0,1,2014-04-09,23:59:59,2014-05-22,08:29:33,42.3
CINMS24-C,16-140409,697,2.05A,34-19.452 N,120-48.369 W,754,2014-04-09,2014-07-28,R,320,0,0,0,2014-04-09,20:00:00,2014-07-29,07:22:17,110.5
CINMS25-B,13-140729,742,2.02S,34-17.143 N,120-01.650 W,NULL,2014-07-29,2014-11-04,R,200,0,0,0,2014-07-29,06:00:00,2014-11-04,04:37:30,97.9
CINMS25-C,33-140729,697,2.05A,34-19.483 N,120-48.414 W,770,2014-07-29,2014-11-04,R,320,0,0,0,2014-07-29,12:00:00,2014-11-04,09:38:36,97.9
CINMS26-B,34-141104,683,2.02S,34-17.157 N,120-01.695 W,600,2014-11-04,2015-02-05,R,200,0,0,0,2014-11-04,06:00:00,2015-02-05,19:35:00,93.5
CINMS26-C,16-141104,762,2.05A,34-19.474 N,120-48.474 W,600,2014-11-04,2015-02-05,R,320,0,0,0,2014-11-04,14:00:00,2015-02-05,14:53:26,93
CINMS27-B,89-150205,714,2.02S,34-17.168 N,120-01.717 W,600,2015-02-05,2015-06-10,R,200,0,0,0,2015-02-06,00:00:00,2015-06-10,18:10:00,124.8
CINMS27-C,33-150205,697,2.05A,34-19.562 N,120-48.407 W,755,2015-02-05,2015-06-10,R,320,0,0,0,2015-02-06,00:00:00,2015-06-10,22:17:59,124.6
CINMS28-B,89-150611,736,2.02S,34-17.097 N,120-01.634 W,580,2015-06-11,2015-10-02,R,200,0,0,1,2015-06-12,03:00:00,2015-09-28,13:31:15,108.4
CINMS28-C,16-150610,762,2.05A,34-19.562 N,120-48.405 W,754,2015-06-10,2015-10-04,R,320,0,0,0,2015-06-11,00:00:00,2015-10-04,21:06:08,115.9
CINMS29-B,108-151004,780,2.74,34-17.105 N,120-01.666 W,579,2015-10-04,2015-12-16,R,200,0,0,1,2015-10-05,00:00:00,2015-12-16,01:05:06,72
CINMS_B_30_00,101-151216,780,2.74,34-16.532 N,120-01.112 W,585,2015-12-16,2016-07-27,R,200,0,0,0,2015-12-16,00:00:00,2016-05-29,00:07:36,165
CINMS_B_30_0115,19-151216,809,2.02S,34-15.074 N,120-00.866 W,586,2015-12-16,2016-02-19,R,200,0,0,0,2015-12-16,18:00:08,2016-02-01,23:53:53,47.2
CINMS_B_30_0130,82-151216,808,2.02U,34-15.074 N,120-00.866 W,586,2015-12-16,2016-02-22,R,200,0,0,0,2015-12-16,18:00:00,2016-01-27,20:34:01,42.1
CINMS_B_30_0145,83-151216,810,2.02S,34-15.074 N,120-00.866 W,586,2015-12-16,2016-02-19,R,200,0,0,0,2015-12-16,17:59:59,2016-01-29,20:06:14,44.1
CINMS_B_30_03,89-151215,811,2.02S,34-14.895 N,120-01.638 W,586,2015-12-15,2016-02-22,R,200,0,0,0,2015-12-15,19:00:00,2016-01-29,09:01:15,44.6
CINMS_B_30_0515,86-151216,813,2.02U,34-14.513 N,120-01.181 W,585,2015-12-16,2016-02-22,R,200,0,0,0,2015-12-16,18:00:00,2016-01-31,00:02:30,45.3
CINMS_B_30_0530,71-151216,814,2.02U,34-14.513 N,120-01.181 W,585,2015-12-16,2016-02-23,R,200,0,0,0,2015-12-16,18:00:00,2016-01-24,02:48:45,38.4
CINMS_B_30_0545,56-151216,812,2.02S,34-14.513 N,120-01.181 W,585,2015-12-16,2016-02-23,R,200,0,0,0,2015-12-16,18:00:00,2016-01-28,11:30:00,42.7
CINMS_B_31,111-160726,738,2.85,34-17.095 N,120-01.630 W,578,2016-07-27,2016-11-09,R,200,0,0,0,2016-07-27,18:00:00,2016-11-09,16:37:30,104.9
CINMS_B_32,140-161109,834,2.86,34-17.104 N,120-01.603 W,580,2016-11-09,2017-02-22,R,200,0,0,1,2016-11-09,16:05:00,2017-01-18,02:01:21,69.4
CINMS_B_33,117-170222,856,2.86,34-17.062 N,120-01.560 W,579,2017-02-22,2017-06-06,R,200,0,0,0,2017-02-22,18:00:00,2017-06-06,15:36:15,103.9
CINMS_B_34,147-170608,855,2.86,34-17.062 N,120-01.596 W,580,2017-06-08,2017-10-03,R,200,0,0,0,2017-06-08,18:00:00,2017-10-03,23:03:02,117.2
CINMS_B_35,102-171003,823,2.87,34-16.534 N,120-01.113 W,577,2017-10-03,2018-02-16,R,200,0,0,0,2017-10-04,00:00:00,2018-02-05,06:46:15,124.3
CINMS_B_36,138-180216,858,2.87,34-16.566 N,120-01.087 W,577,2018-02-16,2018-07-11,R,200,0,0,0,2018-02-17,00:00:00,2018-07-11,15:36:59,144.7
CINMS_B_37,107-180711,803,2.87,34-16.588 N,120-01.066 W,576,2018-07-11,2018-11-27,R,200,0,0,0,2018-07-12,00:00:00,2018-11-28,03:55:00,139.2
CINMS_B_38,133-181127,738,2.87,34-14.903 N,120-01.618 W,585,2018-11-27,2019-04-15,R,200,0,0,0,2018-11-27,20:00:00,2019-04-15,21:27:14,139.1
CINMS_C_29,33-151004,762,2.05A,34-19.560 N,120-48.416 W,NULL,2015-10-04,2016-03-16,R,320,0,0,1,2015-10-05,00:00:00,2015-12-18,02:35:29,74.1
CINMS_C_30,16-160317,762,2.05A,34-19.430 N,120-48.412 W,755,2016-03-16,2016-07-27,R,320,0,0,0,2016-03-17,00:00:00,2016-07-27,20:21:58,131.8
CINMS_C_31,133-160726,697,2.6,34-19.477 N,120-48.417 W,756,2016-07-27,2016-11-09,R,320,0,0,0,2016-07-28,00:00:00,2016-11-09,21:19:42,104.9
CINMS_C_32,139-161108,762,2.61,34-19.455 N,120-48.426 W,760,2016-11-09,2017-02-22,R,320,0,0,0,2016-11-10,00:00:00,2017-02-22,08:36:03,104.4
CINMS_C_33,133-170222,697,2.62,34-19.446 N,120-48.308 W,755,2017-02-22,2017-02-20,R,320,0,0,0,2017-02-22,18:00:00,2017-06-08,02:26:53,105.4
CINMS_C_34,155-170608,762,2.62,34-19.436 N,120-48.341 W,755,2017-06-08,2017-10-04,R,320,0,0,0,2017-06-08,06:00:00,2017-10-04,04:18:19,117.9
CINMS_C_35,135-171004,697,2.63,34-19.412 N,120-48.445 W,755,2017-10-04,2018-02-16,R,320,0,0,1,2017-10-04,04:00:00,2017-10-27,23:08:38,23.8
CINMS_C_36,155-190217,762,2.63,34-19.440 N,120-48.389 W,758,2018-02-17,2018-07-11,R,320,0,0,1,2018-02-17,00:00:00,2018-06-29,18:54:29,132.8
CINMS_C_37,138-180711,697,2.63,34-19.365 N,120-48.567 W,766,2018-07-11,2019-01-23,R,320,0,0,0,2018-07-12,00:00:00,2018-12-01,13:22:33,142.6
CINMS_C_38,139-190124,762,2.63,34-19.366 N,120-48.556 W,765,2019-01-23,2019-04-15,R,320,0,0,0,2019-01-24,00:00:00,2019-04-12,19:31:52,78.8
CSM01-A,11-050426,NULL,NULL,18-43.325 N,158-15.230 W,398,2005-04-26,2005-11-17,R,200,25,5,0,2005-04-26,22:00:00,2005-09-12,10:37:27,138.5
CSM02-A,13-051118,H100/33,1.17,18-43.343 N,158-15.221 W,396,2005-11-19,2007-11-27,R,200,25,5,0,2005-11-20,00:00:00,2006-05-11,00:09:28,173
CSM_A_03,-160717,734,2.02U,18-43.334 N,158-15.224 W,400,2016-07-17,2016-07-25,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
DCPP01-A,33-121006,688,2.05A,35-36.650 N,121-14.500 W,65,2012-11-06,2013-03-19,R,320,0,0,1,2012-11-07,02:00:00,2013-03-20,00:30:18,133
DCPP01-B,27-121006,686,2.05A,35-09.590 N,120-53.140 W,97,2012-11-06,2013-03-19,R,320,0,0,1,2012-11-07,02:00:00,2013-03-19,19:52:41,132
DCPP01-C,67-121006,682,2.02S,35-24.000 N,121-33.750 W,1000,2012-11-06,2013-03-19,R,200,0,0,0,2012-11-07,02:00:00,2013-03-19,22:48:45,132
DCPP02-A,16-130320,686,2.05A,35-36.639 N,121-14.506 W,66,2013-03-20,2013-09-20,R,320,0,0,0,2013-03-20,18:00:00,2013-09-17,00:24:31,180
Equa01-A,10-120306,564,2.02Q,00-26.607 N,164-08.079 W,1266,2012-03-05,NULL,R,200,0,0,0,2012-03-06,00:00:00,2012-06-17,05:35:00,103
Flip06-F1,02-061003,309,1.17B,33-08.126 N,118-42.540 W,622,2006-10-03,2006-11-01,R,200,0,0,0,2006-10-04,00:00:00,2006-11-03,12:37:19,31
Flip07-1N,18-071110,427,1.17B,33-12.191 N,118-47.382 W,861,2007-11-10,2007-12-11,R,200,0,0,0,2007-11-10,17:00:00,2007-12-11,06:43:45,32
Flip07-2E,25-071110,429,1.17B,33-11.630 N,118-46.697 W,841,2007-11-10,2007-12-11,R,200,0,0,0,2007-11-10,17:00:00,2007-12-11,06:28:45,32
Flip07-3S,14-071110,426,1.17B,33-11.105 N,118-47.339 W,789,2007-11-10,2007-12-11,R,200,0,0,0,2007-11-10,17:00:00,2007-12-11,06:58:45,32
Flip07-4W,19-071110,429,1.17B,33-11.649 N,118-47.990 W,851,2007-11-10,2007-12-11,R,200,0,0,1,2007-11-10,17:00:00,2007-12-11,07:13:45,32
Flip07-H,05-071111,414,NULL,32-50.800 N,119-10.587 W,1013,2007-11-11,2008-01-12,R,200,0,0,0,2007-11-11,16:00:00,2008-01-04,22:18:45,55
Flip08-1N,29-081019,479,2.00*,33-03.023 N,118-40.893 W,328,2008-10-19,2008-12-18,R,200,0,0,1,2008-10-20,00:00:00,2008-12-13,06:18:56,55
Flip08-2E,26-081019,477,2.00Q,33-02.480 N,118-40.256 W,286,2008-10-19,2008-12-18,R,200,0,0,1,2008-10-20,00:00:00,2008-12-13,06:18:54,55
Flip08-3S,28-081019,480,2.00Q,33-01.937 N,118-40.893 W,404,2008-10-19,2008-12-18,R,200,0,0,1,2008-10-20,00:00:00,2008-12-13,07:12:40,55
Flip08-4W,27-081019,478,2.00*,33-02.476 N,118-41.538 W,428,2008-10-19,2008-12-18,R,200,0,0,1,2008-10-20,00:00:00,2008-12-13,13:06:17,55
G4_Sortie0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2011-08-11,23:32:00,NULL
G4_Sortie1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2011-08-12,18:08:12,NULL
